area,area_title,prim_state,occ_code,occ_title,o_group,tot_emp,emp_prse,jobs_1000,loc_quotient,h_mean,a_mean,mean_prse,h_pct25,h_median,h_pct75,a_pct25,a_median,a_pct75
47,Tennessee,TN,15-1243,Database Architects,detailed,560,11.2,0.174,0.44,57.47,119530,3.2,46.4,57.69,69.59,96520,120000,144740
48,Texas,TX,15-1243,Database Architects,detailed,5900,9.5,0.435,1.1,67.1,139570,2.2,54.14,66.39,80.48,112600,138090,167400
49,Utah,UT,15-1243,Database Architects,detailed,2090,15.1,1.244,3.15,69.9,145400,5.4,68.96,71.73,71.73,143430,149200,149200
50,Vermont,VT,15-1243,Database Architects,detailed,70,31.7,0.23,0.58,73.34,152540,11.4,50.74,62.48,91.62,105550,129950,190560
51,Virginia,VA,15-1243,Database Architects,detailed,4680,35.4,1.177,2.98,68.89,143300,8.3,51.83,66.49,80.51,107810,138300,167450
53,Washington,WA,15-1243,Database Architects,detailed,3080,28.4,0.882,2.24,74.25,154430,10.8,52.16,69.67,92,108480,144910,191360
54,West Virginia,WV,15-1243,Database Architects,detailed,90,26.9,0.126,0.32,49.78,103550,12.8,29.01,34.74,80.83,60340,72260,168130
55,Wisconsin,WI,15-1243,Database Architects,detailed,410,11,0.143,0.36,62.59,130180,1.8,52.92,64.43,69.14,110080,134020,143800
56,Wyoming,WY,15-1243,Database Architects,detailed,120,1.3,0.426,1.08,29.39,61130,0.9,24.92,27.7,30.73,51840,57610,63920
1,Alabama,AL,15-1251,Computer Programmers,detailed,1860,10.4,0.906,1.14,46.64,97020,5.7,35.19,48.52,58.25,73200,100920,121150
2,Alaska,AK,15-1251,Computer Programmers,detailed,430,7.4,1.376,1.74,45.91,95490,1.2,36.52,45.64,53.6,75960,94930,111480
4,Arizona,AZ,15-1251,Computer Programmers,detailed,3010,20.5,0.963,1.21,46.49,96700,5.5,32.44,44.64,58.5,67480,92850,121680
5,Arkansas,AR,15-1251,Computer Programmers,detailed,1700,31,1.338,1.69,*,*,*,*,*,*,*,*,*
6,California,CA,15-1251,Computer Programmers,detailed,20680,9.1,1.152,1.45,59.93,124660,2.9,39.47,55.18,72.26,82090,114780,150310
8,Colorado,CO,15-1251,Computer Programmers,detailed,1420,16.6,0.5,0.63,55.56,115550,8.3,41.92,47.91,62.59,87190,99650,130180
9,Connecticut,CT,15-1251,Computer Programmers,detailed,1850,13.8,1.112,1.4,51.92,108000,3.5,39.84,49.31,55,82860,102560,114400
10,Delaware,DE,15-1251,Computer Programmers,detailed,440,10.6,0.946,1.19,49.37,102700,3.6,35.49,46.26,61.04,73820,96210,126960
11,District of Columbia,DC,15-1251,Computer Programmers,detailed,1400,19.2,2,2.52,47.66,99140,10.7,38.63,38.69,52.9,80340,80470,110030
12,Florida,FL,15-1251,Computer Programmers,detailed,5050,4.8,0.527,0.67,46.87,97480,2.2,29.49,41.96,53.85,61350,87280,112000
13,Georgia,GA,15-1251,Computer Programmers,detailed,3340,11.7,0.703,0.89,45.91,95500,4.1,34.73,43.32,55.54,72250,90100,115530
15,Hawaii,HI,15-1251,Computer Programmers,detailed,160,13.4,0.263,0.33,41.63,86590,3.5,37.06,40.55,43.74,77080,84330,90970
16,Idaho,ID,15-1251,Computer Programmers,detailed,250,13.8,0.31,0.39,48.34,100540,4.3,35.09,48.21,56.68,73000,100280,117900
17,Illinois,IL,15-1251,Computer Programmers,detailed,1700,9,0.283,0.36,46.55,96810,2.8,32.06,41.46,59.61,66680,86240,123980
18,Indiana,IN,15-1251,Computer Programmers,detailed,3410,14.8,1.079,1.36,47.12,98000,5.7,38.41,39.34,57.83,79900,81830,120280
19,Iowa,IA,15-1251,Computer Programmers,detailed,1140,19.4,0.735,0.93,40.15,83520,2.5,32,39.56,45.74,66560,82290,95130
20,Kansas,KS,15-1251,Computer Programmers,detailed,510,36,0.36,0.45,47.05,97860,9.3,32.88,42.32,58.07,68380,88030,120780
21,Kentucky,KY,15-1251,Computer Programmers,detailed,1220,20.7,0.623,0.79,46.85,97450,5.5,36.05,42.74,55.93,74980,88910,116330
22,Louisiana,LA,15-1251,Computer Programmers,detailed,1680,11.8,0.905,1.14,*,*,*,*,*,*,*,*,*
23,Maine,ME,15-1251,Computer Programmers,detailed,390,42.5,0.621,0.78,46.98,97720,20.4,23.53,40.18,73.12,48940,83560,152090
24,Maryland,MD,15-1251,Computer Programmers,detailed,2980,19.7,1.115,1.41,52.65,109520,6.4,38.47,49.7,64.5,80020,103380,134160
25,Massachusetts,MA,15-1251,Computer Programmers,detailed,4120,11.4,1.13,1.43,55.02,114450,2.6,47.55,54.24,62.56,98890,112820,130130
26,Michigan,MI,15-1251,Computer Programmers,detailed,4050,14.6,0.931,1.17,43.6,90700,3.6,30.62,39.63,50.92,63680,82420,105900
27,Minnesota,MN,15-1251,Computer Programmers,detailed,2080,10,0.721,0.91,48.65,101180,11,38.56,48.47,54.64,80190,100810,113650
28,Mississippi,MS,15-1251,Computer Programmers,detailed,**,**,**,**,33.53,69730,2.9,30.52,30.52,34.42,63470,63470,71590
29,Missouri,MO,15-1251,Computer Programmers,detailed,2930,15.4,1.019,1.29,36.06,75010,6.9,17.79,34.78,48.65,37000,72330,101200
30,Montana,MT,15-1251,Computer Programmers,detailed,360,38.5,0.712,0.9,43.7,90890,11,32.63,44.56,56.49,67860,92670,117500
31,Nebraska,NE,15-1251,Computer Programmers,detailed,1310,20.7,1.308,1.65,45.59,94820,4.7,34.28,48.04,56.61,71290,99930,117750
32,Nevada,NV,15-1251,Computer Programmers,detailed,600,8.1,0.408,0.51,47.55,98890,3.7,34.4,44.92,56.73,71560,93430,118010
33,New Hampshire,NH,15-1251,Computer Programmers,detailed,580,14.4,0.857,1.08,42.53,88450,4.2,32.25,46.32,50.86,67080,96340,105790
34,New Jersey,NJ,15-1251,Computer Programmers,detailed,5460,13,1.298,1.64,59.05,122830,4.2,41.99,52.29,74.37,87350,108760,154690
35,New Mexico,NM,15-1251,Computer Programmers,detailed,830,12.2,0.982,1.24,39.1,81330,2.9,30.69,38.11,43.43,63830,79280,90340
36,New York,NY,15-1251,Computer Programmers,detailed,8430,5,0.898,1.13,55.88,116230,1.4,38.55,49.21,66.86,80180,102370,139070
37,North Carolina,NC,15-1251,Computer Programmers,detailed,3390,8,0.707,0.89,49.57,103100,1.6,37.4,48.9,60.42,77780,101700,125670
38,North Dakota,ND,15-1251,Computer Programmers,detailed,230,12.5,0.552,0.7,44.6,92760,2.7,37.38,40.57,52.51,77750,84390,109220
39,Ohio,OH,15-1251,Computer Programmers,detailed,1890,11.3,0.346,0.44,40.32,83870,2.5,29.33,37.84,52.31,61000,78710,108810
40,Oklahoma,OK,15-1251,Computer Programmers,detailed,1030,19.9,0.619,0.78,54.04,112410,11.7,36.6,51.92,76.92,76130,107990,159990
41,Oregon,OR,15-1251,Computer Programmers,detailed,1800,11.1,0.924,1.17,53.38,111030,2.8,38.61,53.98,64.21,80320,112270,133550
42,Pennsylvania,PA,15-1251,Computer Programmers,detailed,4320,20.6,0.726,0.92,45.25,94120,4.7,32.68,40.94,50.66,67970,85160,105370
44,Rhode Island,RI,15-1251,Computer Programmers,detailed,430,17.7,0.876,1.1,46.72,97170,4.1,37.61,42.59,56.82,78230,88600,118190
45,South Carolina,SC,15-1251,Computer Programmers,detailed,1160,16.8,0.523,0.66,49.74,103460,3.5,37.31,49.19,58.29,77610,102320,121240
46,South Dakota,SD,15-1251,Computer Programmers,detailed,100,33.5,0.233,0.29,31.41,65320,10.5,26.44,26.44,31.34,55000,55000,65180
47,Tennessee,TN,15-1251,Computer Programmers,detailed,1410,18.8,0.438,0.55,56.82,118190,14.3,39.07,56.77,63.14,81260,118080,131340
48,Texas,TX,15-1251,Computer Programmers,detailed,7530,9.2,0.555,0.7,48.3,100470,2.8,34.27,47.68,60.43,71290,99180,125700
49,Utah,UT,15-1251,Computer Programmers,detailed,2020,21.9,1.201,1.52,48.28,100430,2.5,33.69,45.18,58.58,70080,93970,121850
50,Vermont,VT,15-1251,Computer Programmers,detailed,150,5.1,0.51,0.64,41.54,86390,4,31.18,39.16,50.77,64850,81450,105600
51,Virginia,VA,15-1251,Computer Programmers,detailed,2440,11,0.613,0.77,50.38,104790,6.2,35.25,47.43,62.93,73320,98660,130900
53,Washington,WA,15-1251,Computer Programmers,detailed,3460,10,0.991,1.25,76.21,158520,5,62.15,78.09,94.96,129280,162440,197510
54,West Virginia,WV,15-1251,Computer Programmers,detailed,250,16.3,0.356,0.45,36.26,75420,4.3,23.55,38.86,45.72,48980,80840,95100
55,Wisconsin,WI,15-1251,Computer Programmers,detailed,2280,11.6,0.789,1,44.12,91770,2.5,34.88,42.91,55.15,72540,89250,114710
56,Wyoming,WY,15-1251,Computer Programmers,detailed,**,**,**,**,37.77,78560,21,25.55,38.35,48.67,53140,79760,101240
1,Alabama,AL,15-1252,Software Developers,detailed,17130,4.7,8.346,0.76,53.19,110630,1.5,37.73,49.39,64.57,78480,102730,134310
2,Alaska,AK,15-1252,Software Developers,detailed,280,47.8,0.893,0.08,70.01,145630,4.6,52.27,72.79,84.83,108720,151400,176450
4,Arizona,AZ,15-1252,Software Developers,detailed,38540,2.7,12.313,1.13,61.56,128040,1.6,45.77,59.22,69.85,95200,123180,145280
5,Arkansas,AR,15-1252,Software Developers,detailed,5650,14.7,4.442,0.41,42.37,88130,4.8,27.96,44.3,53.97,58150,92140,112260
6,California,CA,15-1252,Software Developers,detailed,304390,1.1,16.961,1.55,83.55,173780,0.8,65.04,81.09,100.92,135280,168660,209910
8,Colorado,CO,15-1252,Software Developers,detailed,45270,5.7,15.985,1.47,69.92,145420,1.1,50.73,64.89,80.44,105510,134960,167320
9,Connecticut,CT,15-1252,Software Developers,detailed,18380,3.4,11.069,1.01,61.75,128450,1.5,47.93,60.14,75.69,99690,125080,157440
10,Delaware,DE,15-1252,Software Developers,detailed,4850,9.6,10.333,0.95,63.29,131650,2,51.97,63.31,73.29,108110,131690,152440
11,District of Columbia,DC,15-1252,Software Developers,detailed,8470,7.6,12.071,1.11,70.22,146060,2.6,58.25,67.48,81.35,121150,140360,169200
12,Florida,FL,15-1252,Software Developers,detailed,86550,2.3,9.046,0.83,57.93,120490,1.4,42.81,58.81,69.17,89050,122310,143870
13,Georgia,GA,15-1252,Software Developers,detailed,51960,3.5,10.92,1,60.24,125290,1.4,46.55,61.09,72.58,96820,127070,150960
15,Hawaii,HI,15-1252,Software Developers,detailed,2740,10.8,4.439,0.41,54.74,113860,5.4,38.31,50.41,67,79680,104860,139370
16,Idaho,ID,15-1252,Software Developers,detailed,5910,5.3,7.188,0.66,64.91,135000,16.8,36.87,49.38,65.58,76690,102700,136410
17,Illinois,IL,15-1252,Software Developers,detailed,56290,4.7,9.363,0.86,59.47,123700,1.7,46.94,60.67,72.3,97630,126200,150380
18,Indiana,IN,15-1252,Software Developers,detailed,13440,4,4.259,0.39,53.16,110580,1.3,40.16,50.84,62.36,83530,105740,129720
19,Iowa,IA,15-1252,Software Developers,detailed,9730,3.5,6.301,0.58,53.02,110280,1.9,41.38,50.92,62.66,86060,105920,130320
20,Kansas,KS,15-1252,Software Developers,detailed,14490,5.3,10.263,0.94,53.13,110520,1.8,38.28,50.12,63.62,79620,104250,132320
21,Kentucky,KY,15-1252,Software Developers,detailed,5800,4.9,2.955,0.27,50.99,106070,1.5,40.38,49.54,61.32,83990,103030,127540
22,Louisiana,LA,15-1252,Software Developers,detailed,3960,8.9,2.14,0.2,62.01,128980,3.7,38.64,50.41,60.25,80370,104840,125330
23,Maine,ME,15-1252,Software Developers,detailed,3220,6.2,5.181,0.47,56.32,117150,4.1,41.22,54.42,68.75,85740,113190,142990
24,Maryland,MD,15-1252,Software Developers,detailed,30700,4.2,11.465,1.05,72.47,150740,1.9,52.11,66.37,83.68,108380,138050,174050
25,Massachusetts,MA,15-1252,Software Developers,detailed,59960,2.6,16.458,1.51,70.47,146580,1.3,52.96,65.93,81.71,110150,137130,169960
26,Michigan,MI,15-1252,Software Developers,detailed,44140,3.5,10.152,0.93,51.96,108080,0.9,39.11,49.92,63.32,81340,103830,131700
27,Minnesota,MN,15-1252,Software Developers,detailed,38570,3.3,13.387,1.23,57.79,120210,0.8,46.47,60.28,68.17,96650,125380,141800
28,Mississippi,MS,15-1252,Software Developers,detailed,3090,19.1,2.689,0.25,43.24,89940,4.4,27.84,40.96,59.11,57900,85190,122950
29,Missouri,MO,15-1252,Software Developers,detailed,18450,5.6,6.415,0.59,51.91,107980,1.4,37.29,50.29,63.8,77560,104600,132700
30,Montana,MT,15-1252,Software Developers,detailed,2370,12.8,4.73,0.43,63.16,131380,8,39.92,52.54,78.88,83030,109270,164060
31,Nebraska,NE,15-1252,Software Developers,detailed,8270,9.7,8.263,0.76,54.01,112340,1.3,43.04,52.79,64.39,89530,109800,133940
32,Nevada,NV,15-1252,Software Developers,detailed,5030,11,3.395,0.31,64.18,133490,4.2,46.37,60.38,80.88,96450,125590,168240
33,New Hampshire,NH,15-1252,Software Developers,detailed,9250,5.7,13.706,1.26,61.75,128440,2.3,43.99,61.95,77.47,91500,128860,161130
34,New Jersey,NJ,15-1252,Software Developers,detailed,54570,3.2,12.986,1.19,64.89,134970,1.5,49.41,63.31,78.92,102770,131680,164150
35,New Mexico,NM,15-1252,Software Developers,detailed,4270,6.5,5.048,0.46,60.51,125860,2.1,42.6,60.84,78.04,88620,126560,162330
36,New York,NY,15-1252,Software Developers,detailed,105460,3.9,11.228,1.03,72.12,150020,1.5,51.49,69.94,84.95,107110,145470,176700
37,North Carolina,NC,15-1252,Software Developers,detailed,58620,2,12.226,1.12,62.97,130970,1,49.54,62.8,74.34,103050,130620,154630
38,North Dakota,ND,15-1252,Software Developers,detailed,1840,8.4,4.399,0.4,51.38,106870,6.4,38.84,48.55,58.85,80780,100980,122410
39,Ohio,OH,15-1252,Software Developers,detailed,42250,2.2,7.725,0.71,54.14,112610,0.7,40.71,51.71,63.84,84670,107560,132790
40,Oklahoma,OK,15-1252,Software Developers,detailed,7670,6.9,4.609,0.42,53.41,111100,3.6,38.6,50.02,67.22,80280,104030,139810
41,Oregon,OR,15-1252,Software Developers,detailed,21650,4.7,11.139,1.02,63.13,131310,1.5,48.07,62.5,76.96,99980,130000,160080
42,Pennsylvania,PA,15-1252,Software Developers,detailed,41300,3,6.943,0.64,56.3,117110,1.4,42.35,53.8,64.95,88090,111910,135100
44,Rhode Island,RI,15-1252,Software Developers,detailed,5460,6.5,11.177,1.02,64.92,135030,3.7,50.15,62.02,76.5,104310,128990,159120
45,South Carolina,SC,15-1252,Software Developers,detailed,11810,7.7,5.312,0.49,56.15,116790,1.8,39.68,53.43,67.49,82530,111130,140380
46,South Dakota,SD,15-1252,Software Developers,detailed,2240,7.8,5.039,0.46,45.44,94500,7.5,31.67,39.83,50.73,65870,82850,105520
47,Tennessee,TN,15-1252,Software Developers,detailed,16560,4.3,5.144,0.47,54.53,113410,1.3,43.35,53.2,62.94,90160,110660,130910
48,Texas,TX,15-1252,Software Developers,detailed,138510,2.5,10.216,0.94,60.52,125890,0.9,47.04,61.06,74.59,97830,127000,155160
49,Utah,UT,15-1252,Software Developers,detailed,25930,4.8,15.448,1.42,58.3,121260,2.2,41.48,56.17,68.98,86280,116830,143470
50,Vermont,VT,15-1252,Software Developers,detailed,1710,10.7,5.678,0.52,57.71,120030,5.2,42.86,54.14,62.5,89150,112620,130000
51,Virginia,VA,15-1252,Software Developers,detailed,86680,2.3,21.773,2,67.27,139920,1.1,50.38,64.92,81.18,104790,135040,168850
53,Washington,WA,15-1252,Software Developers,detailed,89110,4.4,25.492,2.34,76.92,159990,0.9,62.67,78.07,94.35,130350,162390,196260
54,West Virginia,WV,15-1252,Software Developers,detailed,1890,11,2.742,0.25,45.23,94080,3.1,32.08,39.13,53.36,66720,81380,110990
55,Wisconsin,WI,15-1252,Software Developers,detailed,21800,8,7.555,0.69,51.69,107500,1.1,39.2,49.36,61.3,81540,102660,127500
56,Wyoming,WY,15-1252,Software Developers,detailed,670,19.6,2.453,0.22,61.44,127790,2.6,44.15,66.28,71.11,91820,137860,147910
1,Alabama,AL,15-1253,Software Quality Assurance Analysts and Testers,detailed,1850,9.9,0.9,0.67,48.81,101520,2.9,37.66,45.45,61.78,78340,94530,128510
2,Alaska,AK,15-1253,Software Quality Assurance Analysts and Testers,detailed,**,**,**,**,51.73,107600,9.4,47.91,47.91,63.38,99650,99650,131830
4,Arizona,AZ,15-1253,Software Quality Assurance Analysts and Testers,detailed,3460,5.1,1.106,0.83,47.23,98250,2.3,37.32,46.93,55.94,77630,97610,116360
6,California,CA,15-1253,Software Quality Assurance Analysts and Testers,detailed,32940,2.3,1.835,1.37,63.82,132750,0.7,45.92,62.21,78.06,95520,129400,162360
8,Colorado,CO,15-1253,Software Quality Assurance Analysts and Testers,detailed,6430,11.8,2.269,1.7,54.91,114210,2,43.62,55.74,62.28,90730,115940,129540
9,Connecticut,CT,15-1253,Software Quality Assurance Analysts and Testers,detailed,1300,6.8,0.785,0.59,46.45,96610,2.6,36.76,47.65,55.95,76470,99110,116370
10,Delaware,DE,15-1253,Software Quality Assurance Analysts and Testers,detailed,590,14.2,1.255,0.94,54.43,113210,2.9,40.4,52.71,62.76,84020,109650,130540
11,District of Columbia,DC,15-1253,Software Quality Assurance Analysts and Testers,detailed,690,20.2,0.979,0.73,58.73,122160,5.1,43.34,58.64,65.27,90160,121970,135770
12,Florida,FL,15-1253,Software Quality Assurance Analysts and Testers,detailed,11620,7.5,1.214,0.91,46.75,97240,5.6,33.93,46,56.7,70560,95690,117930
13,Georgia,GA,15-1253,Software Quality Assurance Analysts and Testers,detailed,6060,5.1,1.273,0.95,47.61,99030,1.9,37.25,47.51,58.19,77480,98820,121040
15,Hawaii,HI,15-1253,Software Quality Assurance Analysts and Testers,detailed,**,**,**,**,54.27,112880,5.5,45.88,55.99,68.53,95430,116460,142540
16,Idaho,ID,15-1253,Software Quality Assurance Analysts and Testers,detailed,720,20.9,0.872,0.65,57.48,119560,27.3,22.36,36.88,52.02,46510,76720,108190
17,Illinois,IL,15-1253,Software Quality Assurance Analysts and Testers,detailed,7700,6.4,1.28,0.96,45.6,94850,3.4,32.25,44.48,54.31,67080,92520,112970
18,Indiana,IN,15-1253,Software Quality Assurance Analysts and Testers,detailed,1550,11,0.49,0.37,42.61,88630,1.9,31.5,40.69,49.25,65510,84630,102440
19,Iowa,IA,15-1253,Software Quality Assurance Analysts and Testers,detailed,1320,13.5,0.852,0.64,41.8,86940,6.7,29.94,41.4,49.93,62280,86110,103850
20,Kansas,KS,15-1253,Software Quality Assurance Analysts and Testers,detailed,1200,5.1,0.849,0.63,42.07,87510,1.5,31.66,40.37,49.03,65850,83970,101980
21,Kentucky,KY,15-1253,Software Quality Assurance Analysts and Testers,detailed,1350,12.3,0.688,0.51,36.12,75120,7.2,22.65,36.78,45.47,47120,76500,94580
22,Louisiana,LA,15-1253,Software Quality Assurance Analysts and Testers,detailed,330,21.8,0.179,0.13,36.09,75070,7.4,27.87,33.2,43.4,57970,69050,90270
23,Maine,ME,15-1253,Software Quality Assurance Analysts and Testers,detailed,310,9,0.504,0.38,41.87,87090,2.7,36.42,40.36,50.86,75740,83940,105790
24,Maryland,MD,15-1253,Software Quality Assurance Analysts and Testers,detailed,7440,7.1,2.779,2.08,57.49,119570,2.1,40.86,54.49,69.26,85000,113330,144060
25,Massachusetts,MA,15-1253,Software Quality Assurance Analysts and Testers,detailed,6400,8.6,1.756,1.31,57.08,118720,2.6,45.87,58.33,65.35,95400,121320,135930
26,Michigan,MI,15-1253,Software Quality Assurance Analysts and Testers,detailed,3280,5,0.754,0.56,40.94,85160,1.7,29.31,39.88,48.89,60950,82950,101690
27,Minnesota,MN,15-1253,Software Quality Assurance Analysts and Testers,detailed,2640,7.7,0.916,0.69,49.01,101950,1.5,37.85,48.86,59.6,78720,101630,123970
28,Mississippi,MS,15-1253,Software Quality Assurance Analysts and Testers,detailed,430,20.4,0.374,0.28,41.17,85620,6.1,30.12,39.67,49.07,62650,82500,102070
29,Missouri,MO,15-1253,Software Quality Assurance Analysts and Testers,detailed,3020,9.2,1.048,0.78,36.97,76900,3.7,26.03,35.53,47.52,54140,73910,98840
30,Montana,MT,15-1253,Software Quality Assurance Analysts and Testers,detailed,170,15.3,0.345,0.26,37.4,77780,5.7,28.12,32.43,45.15,58490,67460,93910
31,Nebraska,NE,15-1253,Software Quality Assurance Analysts and Testers,detailed,1660,5,1.659,1.24,43.97,91450,2.9,36.08,41.57,50.85,75040,86460,105770
32,Nevada,NV,15-1253,Software Quality Assurance Analysts and Testers,detailed,870,30.1,0.589,0.44,38.82,80750,6.8,30.73,39.42,45.89,63910,82000,95450
33,New Hampshire,NH,15-1253,Software Quality Assurance Analysts and Testers,detailed,790,19.2,1.177,0.88,49.22,102370,3.9,36.9,49.34,60.34,76760,102620,125520
34,New Jersey,NJ,15-1253,Software Quality Assurance Analysts and Testers,detailed,6540,3.9,1.555,1.16,55.37,115180,1.4,42.53,50.96,64.86,88470,106000,134910
35,New Mexico,NM,15-1253,Software Quality Assurance Analysts and Testers,detailed,550,10.5,0.651,0.49,59.17,123060,6.5,39.31,47.54,96.64,81760,98880,201010
36,New York,NY,15-1253,Software Quality Assurance Analysts and Testers,detailed,11750,5.3,1.251,0.94,59.58,123920,1.4,41.38,53.73,74.36,86070,111750,154660
37,North Carolina,NC,15-1253,Software Quality Assurance Analysts and Testers,detailed,8360,5.2,1.743,1.3,48.12,100100,2.1,35.98,47.75,58.95,74830,99320,122610
38,North Dakota,ND,15-1253,Software Quality Assurance Analysts and Testers,detailed,150,16.5,0.358,0.27,39.15,81430,8.8,33.11,38.72,43.75,68870,80530,91000
39,Ohio,OH,15-1253,Software Quality Assurance Analysts and Testers,detailed,4500,3.9,0.822,0.62,42.74,88900,0.9,33.18,39.69,50.46,69010,82550,104950
40,Oklahoma,OK,15-1253,Software Quality Assurance Analysts and Testers,detailed,1210,10.7,0.729,0.54,34.78,72340,3,25.22,32,42.99,52460,66560,89420
41,Oregon,OR,15-1253,Software Quality Assurance Analysts and Testers,detailed,2170,6.9,1.119,0.84,47.04,97840,2.9,32.29,43.23,61.08,67170,89920,127040
42,Pennsylvania,PA,15-1253,Software Quality Assurance Analysts and Testers,detailed,5490,5.5,0.923,0.69,45.06,93720,1.7,33.93,43.86,55.28,70580,91240,114980
44,Rhode Island,RI,15-1253,Software Quality Assurance Analysts and Testers,detailed,320,22.1,0.645,0.48,48.95,101820,4.5,39.83,45.26,60.8,82840,94150,126460
45,South Carolina,SC,15-1253,Software Quality Assurance Analysts and Testers,detailed,1610,5.8,0.722,0.54,42.46,88310,7.2,28.63,40.51,51.37,59550,84260,106850
